pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,wrate,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1981,543401,Jason Kipnis,1981,100,0.245,0.166,0.265,0.41,0.305,0.316,0.261,112,458,82.3,17.2,2223,88.7,88.35,186,911,0.20417124,1062,-0.4,5.99,114,151,111,150,288,320,300
1979,553882,Omar Narvaez,1979,100,0.278,0.182,0.306,0.46,0.349,0.324,0.254,119,428,81,20.5,2248,89,88.51,216,944,0.228813559,1030,-0.5,5.94,116,156,121,151,286,315,299
1979,571718,Brian Goodwin,1979,100,0.262,0.208,0.337,0.47,0.336,0.307,0.239,108,413,82.1,20.5,2253,88.2,87.64,231,832,0.277644231,1141,-0.6,5.9,114,150,112,149,291,319,299
1973,664068,Scott Kingery,1973,100,0.258,0.216,0.337,0.474,0.333,0.314,0.247,118,458,83,20.7,2301,89.1,88.89,317,995,0.318592965,970,-0.2,6.07,109,151,110,146,301,321,290
1966,543510,James McCann,1966,100,0.273,0.187,0.359,0.46,0.336,0.321,0.256,120,439,83.3,14.9,2269,88.7,88.46,280,976,0.286885246,984,-0.2,6.07,107,150,117,145,302,324,291
1964,592348,Niko Goodrum,1964,100,0.248,0.173,0.338,0.421,0.319,0.304,0.241,105,423,83.8,18.1,2207,88.4,87.94,301,945,0.318518519,1018,-0.5,5.96,112,150,115,148,294,323,296
1954,657656,Ramon Laureano,1954,100,0.288,0.233,0.342,0.521,0.361,0.342,0.274,125,434,84,16.7,2277,88.3,87.86,270,951,0.283911672,990,-0.4,5.96,107,151,114,144,302,321,290
1942,542454,Danny Santana,1942,100,0.283,0.251,0.353,0.534,0.357,0.338,0.275,134,474,84.5,18.7,2207,88.2,87.71,347,1080,0.321296296,852,-0.5,5.96,109,148,108,148,295,320,297
1936,578428,Jose Iglesias,1936,100,0.288,0.119,0.315,0.407,0.309,0.289,0.272,145,504,80.5,12.3,2273,88.6,88.32,164,1072,0.152985075,859,-0.3,6.01,107,149,107,146,298,313,281
1936,543068,C.J. Cron,1936,100,0.253,0.216,0.277,0.469,0.329,0.366,0.278,116,458,84.9,17.6,2294,88.6,88.17,246,972,0.25308642,954,-0.4,5.99,108,152,120,146,302,326,295
1925,605119,Brian Anderson,1925,100,0.261,0.207,0.305,0.468,0.346,0.343,0.259,120,459,84.4,11.6,2250,89.4,88.97,251,915,0.27431694,996,-0.4,5.99,110,152,117,146,308,323,291
1923,606192,Teoscar Hernandez,1923,100,0.23,0.242,0.293,0.472,0.329,0.311,0.219,96,417,84.1,18.2,2258,88.6,88.2,316,909,0.347634763,1013,-0.4,6,105,152,117,145,300,326,295
1922,430945,Adam Jones,1922,100,0.26,0.155,0.296,0.414,0.312,0.314,0.257,126,485,81.8,15.6,2322,88.6,88.08,280,1040,0.269230769,865,-0.5,5.94,108,152,114,147,307,328,295
1917,547379,Roberto Perez,1917,100,0.239,0.213,0.285,0.452,0.33,0.323,0.227,93,389,83.8,8.7,2241,88.3,88.01,229,757,0.302509908,1150,-0.3,5.99,107,149,116,146,296,319,292
1914,592450,Aaron Judge,1914,100,0.272,0.267,0.36,0.54,0.387,0.401,0.281,103,378,88.6,14.6,2274,88.7,88.31,295,803,0.367372354,1108,-0.4,5.98,107,154,123,147,309,332,294
1912,608577,Nomar Mazara,1912,100,0.268,0.2,0.312,0.469,0.331,0.337,0.272,115,429,83.9,15.3,2250,88.2,87.7,264,969,0.27244582,937,-0.5,5.93,114,154,123,150,295,325,305
1911,593934,Miguel Sano,1911,100,0.247,0.329,0.319,0.576,0.384,0.363,0.234,94,380,88.5,17,2257,88.6,88.43,318,834,0.381294964,1074,-0.2,6.06,107,152,121,146,304,329,298
1909,608369,Corey Seager,1909,100,0.272,0.211,0.303,0.483,0.344,0.332,0.261,133,489,84.7,16.5,2198,88.8,88.62,251,976,0.257172131,929,-0.2,6.03,114,153,119,151,298,322,305
1896,543257,Robbie Grossman,1896,100,0.24,0.107,0.288,0.348,0.301,0.324,0.265,101,420,83.2,15.3,2231,88.6,88.23,112,724,0.154696133,1167,-0.4,5.98,113,149,111,150,289,319,298
1894,541645,Avisail Garcia,1894,100,0.282,0.182,0.34,0.464,0.338,0.342,0.275,138,489,83.6,12.7,2251,88.2,87.67,342,1068,0.320224719,819,-0.5,5.98,108,152,120,146,304,329,294
1882,621028,Kevin Newman,1882,100,0.308,0.138,0.333,0.446,0.343,0.312,0.291,152,493,80.6,15.1,2272,88.4,88.22,132,953,0.138509969,916,-0.2,6.01,107,151,108,147,304,315,284
1881,519346,Eric Thames,1881,100,0.247,0.258,0.313,0.505,0.358,0.325,0.226,98,396,85,23,2251,89.3,89.19,288,888,0.324324324,983,-0.1,6.1,117,159,131,152,299,325,304
1879,596142,Gary Sanchez,1879,100,0.232,0.293,0.244,0.525,0.351,0.363,0.247,92,396,86.2,21.3,2282,88,87.68,267,826,0.323244552,1044,-0.3,5.98,108,154,122,147,305,330,299
1877,605412,Joe Panik,1877,100,0.244,0.091,0.262,0.336,0.286,0.304,0.251,107,438,82.1,16.2,2204,89,88.66,83,786,0.105597964,1080,-0.3,5.94,116,151,106,150,286,318,302
1875,460075,Ryan Braun,1875,100,0.285,0.22,0.325,0.505,0.358,0.342,0.273,131,459,86.1,9.9,2236,89.5,89.37,240,965,0.248704663,900,-0.1,6.11,108,151,118,147,307,325,296
1872,455976,Nick Markakis,1872,100,0.285,0.135,0.31,0.42,0.335,0.349,0.3,118,414,86.3,11.9,2211,89.6,89.42,104,783,0.132822478,1087,-0.2,6.03,116,149,118,151,295,323,304
1870,624415,Cavan Biggio,1870,100,0.234,0.195,0.309,0.429,0.346,0.345,0.24,83,354,83.4,22.1,2217,88.8,88.33,175,672,0.260416667,1193,-0.5,5.98,115,156,116,152,289,324,303
1867,500743,Miguel Rojas,1867,100,0.284,0.095,0.314,0.379,0.308,0.303,0.275,137,483,83.2,11.5,2250,89,88.79,145,877,0.165336374,982,-0.2,6.11,109,150,110,147,303,314,283
1864,650391,Eloy Jimenez,1864,100,0.267,0.246,0.308,0.513,0.348,0.349,0.268,125,468,86.3,14.3,2264,87.6,87.39,305,931,0.327604726,929,-0.2,6.03,107,151,119,145,304,326,295
1855,571771,Enrique Hernandez,1855,100,0.237,0.174,0.266,0.411,0.305,0.308,0.242,98,414,84.6,21.4,2254,88.7,88.41,232,876,0.264840183,973,-0.3,6.01,107,151,114,146,301,322,297
1830,435622,Ian Desmond,1830,100,0.255,0.223,0.304,0.479,0.332,0.335,0.271,113,443,85.8,13.9,2301,89.2,89.11,220,833,0.264105642,987,-0.1,5.97,109,150,115,147,314,332,300
1821,572122,Kyle Seager,1821,100,0.239,0.229,0.248,0.468,0.336,0.349,0.264,94,393,84,21.4,2276,88.3,87.71,177,825,0.214545455,987,-0.6,5.9,114,161,122,150,290,318,299
1821,502517,Daniel Murphy,1821,100,0.279,0.174,0.307,0.452,0.331,0.29,0.25,122,438,82.7,19.4,2260,89.4,89.26,132,880,0.15,939,-0.1,5.93,117,157,125,151,299,330,308
1808,592567,Colin Moran,1808,100,0.277,0.152,0.341,0.429,0.318,0.316,0.262,129,466,83.6,15.2,2253,88.8,88.51,240,968,0.247933884,835,-0.3,5.98,117,155,117,151,296,322,301
1803,605204,J.D. Davis,1803,100,0.307,0.22,0.355,0.527,0.378,0.383,0.308,126,410,86.2,13.8,2254,89.2,88.86,248,882,0.281179138,918,-0.3,6.05,107,152,118,147,305,326,296
1798,570482,Gio Urshela,1798,100,0.314,0.219,0.349,0.534,0.374,0.353,0.294,139,442,84.9,16.6,2288,88.5,88.06,225,1015,0.221674877,778,-0.4,5.99,108,152,119,148,305,323,285
1784,595281,Kevin Kiermaier,1784,100,0.228,0.17,0.267,0.398,0.287,0.292,0.246,102,447,82.5,13.1,2242,88,87.46,245,973,0.251798561,800,-0.5,5.95,112,147,107,148,289,325,300
1783,592273,Brandon Drury,1783,100,0.218,0.163,0.259,0.38,0.274,0.305,0.247,91,418,82.5,15.8,2261,88.2,87.8,233,844,0.276066351,937,-0.4,6,106,152,119,146,300,325,293
1783,503556,Marwin Gonzalez,1783,100,0.264,0.151,0.31,0.414,0.317,0.32,0.262,112,425,85.5,12.4,2240,87.9,87.48,213,889,0.239595051,885,-0.4,5.99,112,149,113,149,297,323,295
1765,457763,Buster Posey,1765,100,0.257,0.111,0.296,0.368,0.3,0.315,0.254,104,405,84.1,14.1,2237,88.7,88.34,154,828,0.185990338,930,-0.4,5.93,109,152,119,147,306,324,293
1765,641313,Tim Anderson,1765,100,0.335,0.173,0.399,0.508,0.367,0.328,0.294,167,498,84,11.8,2274,88.2,87.84,253,1033,0.244917715,728,-0.4,6.01,106,150,112,146,301,320,287
1762,593643,Hanser Alberto,1762,100,0.305,0.116,0.318,0.422,0.322,0.303,0.29,160,524,79.6,13.7,2268,88.2,87.78,150,1028,0.145914397,716,-0.4,5.97,105,151,107,146,296,318,284
1755,641343,Jake Bauers,1755,100,0.226,0.145,0.29,0.371,0.299,0.29,0.224,84,372,82.6,18.4,2232,88.2,87.99,179,735,0.243537415,1013,-0.2,6.02,115,149,115,149,288,322,302
1751,519299,Eric Sogard,1751,100,0.29,0.167,0.316,0.457,0.346,0.307,0.27,115,396,81.9,21,2218,89,88.65,76,680,0.111764706,1064,-0.3,6.03,110,148,104,150,281,317,296
1743,622534,Manuel Margot,1743,100,0.234,0.153,0.272,0.387,0.299,0.279,0.234,93,398,81.4,18.8,2295,89.1,88.64,175,753,0.232403718,975,-0.5,6,105,151,105,147,305,321,290
1738,640458,Oscar Mercado,1738,100,0.269,0.174,0.3,0.443,0.324,0.308,0.262,118,438,83.2,16.1,2256,88.3,88.02,208,882,0.235827664,838,-0.3,5.97,105,149,107,144,294,318,289
1735,664056,Harrison Bader,1735,100,0.205,0.161,0.268,0.366,0.296,0.316,0.219,71,347,81.5,17.5,2277,87.9,87.54,191,714,0.267507003,1007,-0.4,5.99,105,150,107,145,306,324,297
1727,455139,Robinson Chirinos,1727,100,0.238,0.205,0.306,0.443,0.34,0.316,0.216,87,366,81.7,18.9,2260,88.9,88.43,274,813,0.33702337,900,-0.5,6,106,151,117,145,293,325,290
1723,621035,Chris Taylor,1723,100,0.262,0.199,0.344,0.462,0.335,0.301,0.238,96,366,81.4,16.9,2250,88.3,88.07,270,854,0.316159251,861,-0.2,6,107,151,112,146,303,321,296
1723,595751,Jorge Alfaro,1723,100,0.262,0.162,0.364,0.425,0.316,0.319,0.25,113,431,84.6,9.5,2279,89.1,88.69,405,1054,0.384250474,659,-0.4,6.01,109,151,118,146,308,321,292
1720,467092,Wilson Ramos,1720,100,0.288,0.129,0.31,0.416,0.33,0.311,0.263,136,473,85.4,7.1,2249,89.3,88.96,190,927,0.204962244,789,-0.3,6.06,109,152,121,149,307,323,294
1716,641487,J.P. Crawford,1716,100,0.226,0.145,0.275,0.371,0.299,0.294,0.237,78,345,80.6,14.6,2244,88.6,88.18,156,736,0.211956522,971,-0.4,5.91,113,149,110,150,285,314,296
1707,643265,Garrett Cooper,1707,100,0.282,0.166,0.358,0.447,0.34,0.34,0.269,107,380,83.3,8.3,2299,89.5,89.13,193,826,0.233656174,876,-0.4,6.04,110,152,118,147,311,323,292
1700,502481,Jarrod Dyson,1700,100,0.23,0.09,0.275,0.32,0.283,0.273,0.227,92,400,79.2,14,2269,89.8,89.42,156,721,0.216366158,964,-0.4,5.97,106,146,97,148,285,317,299
1683,660271,Shohei Ohtani,1683,100,0.286,0.219,0.354,0.505,0.357,0.349,0.282,110,384,86.4,12.5,2229,88.4,87.85,227,829,0.273823884,852,-0.5,5.92,113,150,123,150,297,325,305
1681,570731,Jonathan Schoop,1681,100,0.256,0.217,0.298,0.473,0.329,0.312,0.252,111,433,82.4,15.7,2285,88.6,88.35,319,979,0.325842697,690,-0.2,6.03,106,151,119,146,300,324,292
1670,623912,Harold Ramirez,1670,100,0.276,0.14,0.328,0.416,0.312,0.309,0.276,116,421,84,9.3,2265,88.7,88.36,232,901,0.257491676,760,-0.3,6.03,109,151,115,147,308,318,287
1669,592261,Delino DeShields,1669,100,0.249,0.098,0.333,0.347,0.297,0.28,0.232,89,357,78.7,17.6,2285,88.8,88.31,158,698,0.226361032,941,-0.5,5.98,99,146,100,144,300,315,281
1669,650859,Luis Rengifo,1669,100,0.238,0.126,0.3,0.364,0.301,0.303,0.236,85,357,82,13.2,2246,88.6,88.09,184,739,0.248985115,922,-0.5,5.93,109,147,108,147,291,316,295
1665,523253,Logan Forsythe,1665,100,0.227,0.126,0.307,0.353,0.301,0.323,0.242,72,317,84.8,17.8,2242,89.1,88.66,116,544,0.213235294,1118,-0.4,5.99,106,150,115,145,302,318,288
1665,641525,Brandon Dixon,1665,100,0.248,0.187,0.336,0.435,0.307,0.306,0.24,97,391,83.6,21.2,2234,88.3,87.99,306,863,0.354577057,797,-0.3,5.98,107,152,119,146,301,325,291
1659,623993,Anthony Santander,1659,100,0.261,0.216,0.285,0.476,0.325,0.321,0.263,99,380,84.3,19.1,2205,88.4,87.98,182,859,0.211874272,795,-0.4,5.99,111,152,117,149,294,322,296
1633,621514,Christin Stewart,1633,100,0.233,0.154,0.29,0.388,0.297,0.314,0.242,86,369,82.7,21.8,2206,88.1,87.62,227,797,0.284818068,829,-0.5,5.92,114,154,120,151,293,325,298
1632,573262,Mike Yastrzemski,1632,100,0.272,0.245,0.325,0.518,0.357,0.344,0.258,101,371,83.8,22.9,2221,89.1,88.7,212,769,0.275682705,851,-0.4,5.93,115,149,109,151,294,326,306
1626,669222,Nick Senzel,1626,100,0.256,0.171,0.319,0.427,0.318,0.303,0.243,96,375,83.3,16,2263,88.4,88.11,190,800,0.2375,822,-0.3,5.96,109,150,109,146,301,320,288
1620,606132,Raimel Tapia,1620,100,0.275,0.141,0.341,0.415,0.31,0.287,0.259,117,426,82,12,2259,89.1,88.95,255,949,0.268703899,667,-0.2,5.91,113,148,106,150,295,326,307
1619,600869,Jeimer Candelario,1619,100,0.203,0.134,0.262,0.337,0.286,0.302,0.229,68,335,82.9,18.2,2196,88.4,87.98,182,706,0.257790368,906,-0.4,5.98,112,151,121,148,292,323,294
1617,425877,Yadier Molina,1617,100,0.27,0.129,0.289,0.399,0.306,0.325,0.275,113,419,82.9,18.3,2242,88.5,88.33,171,900,0.19,709,-0.2,6.09,109,152,119,149,306,324,296
1610,609275,Adalberto Mondesi,1610,100,0.263,0.161,0.357,0.424,0.301,0.282,0.237,109,415,83.6,15.5,2217,88.1,87.74,351,924,0.37987013,674,-0.4,5.97,103,145,100,146,295,321,298
1605,621311,David Dahl,1605,100,0.302,0.222,0.386,0.524,0.368,0.34,0.267,113,374,84,16.1,2245,88.6,88.45,258,836,0.30861244,765,-0.2,5.95,117,152,119,150,301,330,310
1603,642133,Rowdy Tellez,1603,100,0.227,0.222,0.267,0.449,0.312,0.332,0.251,84,370,84.7,17.9,2254,88.1,87.58,246,785,0.313375796,809,-0.5,5.98,116,164,128,153,294,327,305
1594,547004,Rio Ruiz,1594,100,0.232,0.143,0.272,0.376,0.297,0.293,0.235,86,370,83.2,15.9,2228,88.3,87.92,181,744,0.24327957,850,-0.4,5.97,116,155,119,151,290,321,299
1586,594824,Greg Garcia,1586,100,0.248,0.106,0.323,0.354,0.321,0.295,0.222,77,311,80.7,9.1,2260,89.5,89.04,85,536,0.15858209,1036,-0.5,5.97,113,149,104,150,288,317,302
1571,608348,Carson Kelly,1571,100,0.245,0.232,0.271,0.478,0.344,0.337,0.247,77,314,83.4,18.4,2302,88.9,88.56,152,656,0.231707317,910,-0.3,5.99,108,151,116,145,308,326,293
1571,434158,Curtis Granderson,1571,100,0.183,0.174,0.22,0.356,0.278,0.305,0.216,58,317,83.7,18.7,2239,88.7,88.3,154,622,0.247588424,943,-0.4,6.01,119,164,120,153,296,320,299
1567,500874,Jose Martinez,1567,100,0.269,0.141,0.328,0.41,0.326,0.343,0.272,90,334,82.7,10.9,2301,89.1,88.84,156,677,0.23042836,887,-0.3,6.03,110,152,120,148,311,328,297
1567,575929,Willson Contreras,1567,100,0.272,0.261,0.314,0.533,0.373,0.342,0.25,98,360,83.6,12.2,2259,89.2,88.96,259,782,0.331202046,773,-0.2,6.04,108,151,114,146,302,325,296
1562,444482,David Peralta,1562,100,0.275,0.186,0.327,0.461,0.342,0.301,0.249,105,382,85.1,12.8,2264,88.6,88.13,191,787,0.242693774,769,-0.5,5.94,113,151,119,151,298,328,306
1546,547172,Tony Wolters,1546,100,0.262,0.067,0.314,0.329,0.292,0.281,0.244,94,359,80.9,12.9,2274,88.5,88.27,137,686,0.199708455,848,-0.2,5.9,115,150,110,150,290,323,306
1524,448801,Chris Davis,1524,100,0.179,0.147,0.27,0.326,0.265,0.292,0.206,55,307,84.2,18.6,2274,88.4,87.89,234,615,0.380487805,906,-0.5,5.96,117,171,136,153,296,327,306
1524,608385,Jesse Winker,1524,100,0.269,0.204,0.286,0.473,0.355,0.352,0.283,91,338,84.1,11.5,2257,88.3,88.14,122,673,0.18127786,841,-0.2,6.06,117,151,116,150,293,320,299
1519,670032,Nicky Lopez,1519,100,0.24,0.084,0.273,0.325,0.262,0.251,0.24,91,379,81,10.7,2240,88.7,88.56,114,752,0.151595745,763,-0.1,6.04,109,147,98,147,278,311,299
1518,542583,Jesus Aguilar,1518,100,0.236,0.153,0.272,0.389,0.31,0.334,0.246,74,314,84.8,15.9,2271,88.4,88.04,175,672,0.260416667,844,-0.4,6.02,107,152,120,147,305,326,295
1512,592325,Ben Gamel,1512,100,0.248,0.125,0.347,0.373,0.311,0.301,0.235,77,311,82.9,13.5,2292,89.3,89.05,140,606,0.231023102,902,-0.3,6.04,116,147,110,150,292,318,300
1511,596748,Maikel Franco,1511,100,0.234,0.175,0.236,0.409,0.285,0.292,0.243,91,389,85.3,18.9,2283,88.6,88.27,171,778,0.219794344,732,-0.3,6.03,108,152,118,147,302,325,297
1509,656811,Ryan O'Hearn,1509,100,0.195,0.174,0.23,0.369,0.282,0.308,0.227,64,328,86,16.8,2240,88.4,88.08,178,682,0.260997067,825,-0.3,5.99,115,155,122,150,295,325,306
1506,518595,Travis d'Arnaud,1506,100,0.251,0.182,0.281,0.433,0.317,0.334,0.262,88,351,84,19.4,2249,88.6,88.14,200,758,0.263852243,744,-0.5,6.04,108,152,119,147,302,326,289
1502,641598,Mitch Garver,1502,100,0.273,0.357,0.277,0.63,0.41,0.38,0.256,85,311,86.9,18.1,2260,88.3,87.97,126,525,0.24,972,-0.3,6.04,106,151,120,146,301,324,292
1502,435522,Neil Walker,1502,100,0.261,0.134,0.316,0.395,0.322,0.339,0.271,88,337,82.7,16,2203,89.2,88.86,185,698,0.26504298,802,-0.3,6.03,114,159,121,151,300,323,299
1496,596105,Dwight Smith Jr,1496,100,0.241,0.171,0.274,0.412,0.303,0.292,0.243,86,357,84.7,8.8,2225,87.7,87.22,191,678,0.281710914,809,-0.5,5.93,113,147,107,149,288,318,297
1494,670541,Yordan Alvarez,1494,100,0.313,0.342,0.366,0.655,0.438,0.41,0.289,98,313,86,17.8,2243,88.7,88.24,162,646,0.250773994,846,-0.5,5.97,113,160,128,151,292,330,303
1493,656308,Michael Chavis,1493,100,0.254,0.19,0.347,0.444,0.327,0.298,0.222,88,347,82.2,16.2,2274,89.6,89.4,296,771,0.383916991,718,-0.2,6.07,107,151,120,146,291,328,301
1492,572039,Stephen Piscotty,1492,100,0.249,0.162,0.289,0.412,0.309,0.323,0.253,89,357,84.1,15.3,2298,88.1,87.54,220,760,0.289473684,728,-0.6,5.89,107,151,118,146,302,324,294
1486,650333,Luis Arraez,1486,100,0.334,0.104,0.355,0.439,0.363,0.336,0.29,109,326,83.9,15.3,2246,89.2,89.02,49,624,0.078525641,858,-0.2,6.08,111,147,102,149,281,315,296
1481,429664,Robinson Cano,1481,100,0.256,0.172,0.28,0.428,0.312,0.327,0.28,100,390,85.9,11.6,2227,89.2,88.84,156,791,0.19721871,685,-0.4,6.04,114,155,127,151,297,326,307
1478,592859,Stevie Wilkerson,1478,100,0.225,0.158,0.3,0.383,0.289,0.255,0.202,74,329,81.5,14.5,2216,88.6,88.23,186,672,0.276785714,791,-0.4,6.02,109,148,107,148,292,319,291
1468,657077,Alex Verdugo,1468,100,0.294,0.181,0.309,0.475,0.345,0.331,0.288,101,343,85.6,12,2217,88.9,88.77,105,655,0.160305344,811,-0.1,6.06,115,149,112,151,295,321,304
1455,543829,Dee Gordon,1455,100,0.275,0.084,0.313,0.359,0.285,0.26,0.254,108,393,79.5,10.4,2263,89.2,88.81,126,789,0.159695817,649,-0.4,6.01,103,145,93,144,273,304,292
1455,643376,Danny Jansen,1455,100,0.207,0.153,0.23,0.36,0.278,0.314,0.247,72,347,83.1,18.2,2261,88.7,88.33,140,684,0.204678363,766,-0.4,6.02,106,151,118,146,296,323,291
1435,623520,David Bote,1435,100,0.257,0.165,0.333,0.422,0.339,0.322,0.251,78,303,84.2,13.3,2295,89,88.7,213,655,0.32519084,771,-0.3,6,106,151,116,146,304,325,294
1427,455117,Martin Maldonado,1427,100,0.213,0.165,0.25,0.378,0.291,0.302,0.222,71,333,83.2,14.3,2242,88.2,87.77,159,646,0.246130031,769,-0.4,5.98,106,152,117,147,299,321,290
1419,543228,Yan Gomes,1419,100,0.223,0.166,0.265,0.389,0.301,0.304,0.221,70,314,83.7,20.4,2259,89.2,88.9,180,704,0.255681818,708,-0.3,6.02,107,152,117,146,304,322,296
1413,571466,Tucker Barnhart,1413,100,0.231,0.149,0.278,0.38,0.304,0.28,0.221,73,316,81.7,14.8,2245,88.1,87.79,155,654,0.237003058,752,-0.3,5.98,116,151,116,150,291,317,295
1404,571740,Billy Hamilton,1404,100,0.218,0.057,0.299,0.275,0.253,0.261,0.233,69,316,75.2,19.3,2211,89.2,88.87,151,652,0.231595092,733,-0.3,5.99,96,141,90,140,277,305,286
1400,600474,Pedro Severino,1400,100,0.249,0.17,0.285,0.42,0.319,0.337,0.269,76,305,82.4,18,2247,88,87.51,153,613,0.24959217,778,-0.5,5.93,107,151,117,146,298,320,288
1399,665487,Fernando Tatis Jr.,1399,100,0.317,0.272,0.41,0.59,0.404,0.345,0.259,106,334,84.8,10.3,2269,88.4,87.98,235,666,0.352852853,726,-0.4,5.97,108,151,111,146,306,325,297
1397,435062,Howie Kendrick,1397,100,0.344,0.228,0.359,0.572,0.405,0.419,0.336,115,334,86.4,13,2276,88.6,88.26,113,663,0.170437406,730,-0.3,6,107,150,116,147,307,322,294
1389,592743,Andrelton Simmons,1389,100,0.264,0.101,0.277,0.364,0.293,0.265,0.238,105,398,83.8,13.5,2296,87.9,87.38,93,663,0.140271493,720,-0.5,5.91,106,151,114,145,302,319,291
1380,669374,Keston Hiura,1380,100,0.303,0.268,0.402,0.57,0.393,0.36,0.266,95,314,85.3,15.6,2262,89.3,89.24,256,708,0.361581921,664,-0.1,6.09,107,150,118,146,307,325,295
1378,544369,Didi Gregorius,1378,100,0.238,0.204,0.237,0.441,0.302,0.293,0.247,77,324,82.9,20,2211,89,88.67,173,762,0.227034121,608,-0.3,6.02,116,155,117,153,291,324,296
1375,669242,Tommy Edman,1375,100,0.304,0.196,0.346,0.5,0.361,0.331,0.288,99,326,83.7,19.2,2244,88.8,88.51,123,655,0.18778626,710,-0.3,6,113,149,106,149,295,321,299
1373,595978,Austin Hedges,1373,100,0.176,0.135,0.228,0.311,0.245,0.266,0.198,55,312,81.3,22.8,2296,88,87.59,234,695,0.336690647,662,-0.4,5.99,107,151,116,146,304,324,297
1370,475174,Yonder Alonso,1370,100,0.199,0.147,0.224,0.346,0.28,0.306,0.232,58,292,83.6,17.1,2233,88.6,88.22,161,646,0.249226006,720,-0.4,5.99,116,165,129,149,296,325,302
1370,553869,Elias Diaz,1370,100,0.241,0.066,0.286,0.307,0.267,0.281,0.245,73,303,81.9,15.8,2262,88.5,88.29,152,651,0.233486943,715,-0.2,6.01,109,151,116,147,306,319,289
1364,606299,Jose Peraza,1364,100,0.239,0.106,0.268,0.346,0.275,0.292,0.269,90,376,80,22,2279,88.8,88.62,123,736,0.167119565,620,-0.2,6.03,107,149,106,146,299,313,281
1359,466320,Melky Cabrera,1359,100,0.28,0.119,0.3,0.399,0.304,0.294,0.28,106,378,84.3,14.4,2220,88.6,88.33,110,708,0.155367232,648,-0.3,6,115,152,114,149,295,320,298
1352,542921,Tim Beckham,1352,100,0.237,0.224,0.305,0.461,0.319,0.303,0.228,72,304,82.9,12.6,2266,88.1,87.63,191,624,0.306089744,723,-0.5,5.91,107,151,115,147,299,318,289
1351,518960,Jonathan Lucroy,1351,100,0.232,0.123,0.253,0.355,0.288,0.306,0.245,68,293,83,18.3,2234,88.8,88.41,77,530,0.145283019,816,-0.4,5.98,107,150,117,146,304,318,286
1348,519048,Mitch Moreland,1348,100,0.252,0.255,0.271,0.507,0.352,0.351,0.257,75,298,85.2,15.6,2227,88.6,88.21,185,658,0.281155015,687,-0.4,6.01,113,165,128,152,288,327,310
1335,641658,Garrett Hampson,1335,100,0.247,0.137,0.322,0.385,0.295,0.265,0.227,74,299,80.9,15.4,2331,89.2,89.14,124,529,0.234404537,793,-0.1,5.98,106,149,104,147,306,324,292
1325,640461,Chad Pinder,1325,100,0.24,0.176,0.284,0.416,0.301,0.315,0.254,82,341,85.8,14.2,2250,88.1,87.77,175,684,0.255847953,634,-0.3,5.99,107,151,117,146,302,323,292
1319,621043,Carlos Correa,1319,100,0.28,0.29,0.305,0.57,0.386,0.391,0.29,78,279,84.5,16.7,2256,88.8,88.33,145,584,0.248287671,733,-0.5,5.97,106,150,119,146,299,327,292
1317,546991,Albert Almora Jr.,1317,100,0.236,0.145,0.255,0.381,0.274,0.28,0.254,80,339,82.2,11.7,2306,87.8,87.41,164,680,0.241176471,630,-0.4,5.96,107,150,109,146,300,321,291
1311,664040,Brandon Lowe,1311,100,0.27,0.243,0.377,0.514,0.359,0.346,0.244,80,296,84.6,22.1,2218,87.6,87.02,268,710,0.377464789,595,-0.6,5.94,113,151,118,148,291,324,303
1310,650490,Yandy Diaz,1310,100,0.267,0.208,0.288,0.476,0.345,0.357,0.283,82,307,86.6,12.7,2260,88.7,88.03,131,588,0.222789116,721,-0.7,5.91,109,153,121,149,307,328,292
1308,608336,Joey Gallo,1308,100,0.253,0.344,0.368,0.598,0.406,0.395,0.229,61,241,87.9,25.9,2284,88.6,88.1,222,532,0.417293233,772,-0.5,5.96,117,167,137,154,306,331,306
1308,571431,Matt Adams,1308,100,0.226,0.239,0.284,0.465,0.311,0.318,0.227,70,310,84.7,20.2,2233,88.9,88.52,219,655,0.334351145,651,-0.4,5.99,117,164,129,151,302,325,304
1306,605612,Harold Castro,1306,100,0.291,0.093,0.367,0.384,0.295,0.283,0.265,103,354,81.8,12.6,2206,88.9,88.65,170,702,0.242165242,599,-0.3,6,112,147,102,150,283,318,299
1306,592444,JaCoby Jones,1306,100,0.235,0.195,0.304,0.43,0.315,0.323,0.25,70,298,84.9,18.6,2271,88.2,87.72,160,608,0.263157895,686,-0.5,5.92,106,151,109,147,300,323,287
1288,643565,Mike Tauchman,1288,100,0.277,0.227,0.333,0.504,0.368,0.323,0.248,72,260,82.2,19.1,2207,88.8,88.41,120,554,0.216606498,731,-0.4,6,115,149,111,151,289,321,296
1287,596144,Cheslor Cuthbert,1287,100,0.246,0.133,0.288,0.379,0.29,0.292,0.251,76,309,83.9,21.6,2245,88.3,88.12,151,626,0.241214058,659,-0.2,6.01,106,151,118,147,301,321,291
