pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,wrate,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
8,643354,Donnie Hart,8,100,0,0,0,0,0,0.021,0.024,0,2,88.1,-36,2330,91.7,91.69,0,2,0,6,0,6.21,115,153,120,150,264,315,293
8,669214,Conner Menez,8,100,0,0,0,0,0,0.053,0.06,0,3,79.5,11.7,1996,89.1,89.08,0,4,0,4,0,6.09,128,150,106,149,265,311,284
8,489334,Craig Stammen,8,100,0,0,null,0,0,0,null,0,1,76.3,16.7,2575,94.4,93.6,1,5,0.2,3,-0.8,5.55,115,151,116,152,294,295,270
8,650644,Aaron Civale,8,100,0,0,0,0,0,0.099,0.114,0,2,76.3,-63.2,2125,96.1,96.93,0,1,0,5,0.8,6.54,95,128,80,135,244,274,253
8,656977,Chad Sobotka,8,100,0,0,null,0,0,0,null,0,2,null,null,2296,91.9,91.41,0,0,#DIV/0!,8,-0.5,5.78,116,152,120,149,292,308,276
8,657024,Erik Swanson,8,100,0,0,0,0,0,0.068,0.071,0,2,41,-39,2065,84.1,83.83,1,2,0.5,5,-0.3,6.12,87,138,85,137,270,287,265
7,621529,Joe Hudson,7,100,0,0,null,0,0,0,null,0,1,67.8,19.8,2470,93.5,93.42,0,2,0,5,-0.1,6.15,114,154,122,152,313,338,295
7,608718,Brent Suter,7,100,0,0,0,0,0,0.089,0.076,0,2,71.6,27.2,2865,85.9,85.52,3,5,0.6,2,-0.4,5.9,106,148,116,149,287,302,289
7,605182,Mike Clevinger,7,100,0,0,0,0,0,0.033,0.038,0,2,77.8,2.6,2135,94,94.74,1,3,0.333333333,4,0.7,6.76,123,151,111,150,284,278,276
7,628452,Raisel Iglesias,7,100,0,0,0,0,0,0.04,0.058,0,2,69.3,-28,2285,90.5,91.03,1,4,0.25,3,0.5,6.37,112,153,112,149,300,305,259
7,607192,Tyler Glasnow,7,100,0,0,0,0,0,0.152,0.174,0,2,35.2,-23.9,2021,88.3,88.42,2,4,0.5,3,0.1,6.18,120,148,109,147,266,306,285
7,623364,Brad Wieck,7,100,0,0,0,0,0,0.022,0.028,0,2,69.2,-34.6,2362,91.4,90.27,3,4,0.75,3,-1.1,5.72,121,151,110,150,275,298,289
7,592644,Adam Plutko,7,100,0,0,0,0,0,0.063,0.078,0,2,95,-20.3,2283,91.9,90.73,1,3,0.333333333,4,-1.2,5.6,121,151,110,150,279,286,262
7,592102,Cody Allen,7,100,0,0,null,0,0,0,null,0,1,null,null,1996,88,88.21,0,1,0,6,0.2,6.31,118,154,113,157,281,302,258
7,663423,Trent Thornton,7,100,0.667,0,0.667,0.667,0.583,0.482,0.539,2,3,88.5,4,2303,94.7,94.44,0,4,0,3,-0.3,6.01,122,149,110,151,298,309,266
7,605347,Jorge Lopez,7,100,0,0,0,0,0,0.587,0.638,0,1,55.4,-13.4,2222,91.5,92,0,2,0,4,0.5,6.69,108,147,97,148,283,305,274
7,592716,Adrian Sampson,7,100,0,0,0,0,0,0.09,0.111,0,2,50.4,-71.8,2275,91.5,92.21,1,2,0.5,5,0.7,6.65,119,151,120,150,292,299,266
7,650813,Luis Escobar,7,100,0,0,0,0,0,0.085,0.084,0,2,97.5,-16.1,2518,81.2,81.19,2,3,0.666666667,4,0,6.29,126,150,108,147,283,294,261
7,572070,Garrett Richards,7,100,0,0,0,0,0,0.033,0.038,0,2,62,-29.8,2023,88.5,88.17,3,5,0.6,2,-0.3,6.06,108,147,100,149,296,291,260
7,593423,Frankie Montas,7,100,0,0,0,0,0.345,0.403,0.142,0,1,81.4,5,2169,91.7,92.79,0,2,0,5,1.1,6.78,96,150,121,148,300,301,269
7,453281,Wade LeBlanc,7,100,null,null,null,null,0.69,0.69,null,0,0,41,-39,2346,90.5,91.8,0,1,0,6,1.3,6.78,111,147,102,150,276,308,280
7,457918,J.A. Happ,7,100,0,0,0,0,0,0.022,0.054,0,3,66.2,-29.7,2230,90.5,89.38,0,4,0,3,-1.1,5.45,108,139,93,141,279,301,273
7,650671,Jose Quijada,7,100,0,0,null,0,0,0,null,0,1,72.2,22.7,2216,90.6,90.34,1,2,0.5,5,-0.3,6.2,118,151,109,151,263,296,283
6,607572,Sam Howard,6,100,0,0,null,0,0,0,null,0,1,73.8,49.9,2287,88.2,88.24,2,3,0.666666667,3,0,6.36,124,154,115,153,290,310,280
6,656887,Sean Reid-Foley,6,100,0,0,null,0,0,0,null,0,1,95.6,26.2,2554,89,88.65,1,2,0.5,4,-0.4,5.99,116,158,121,149,275,302,270
6,606273,Roenis Elias,6,100,0,0,0,0,0,0.045,0.05,0,1,73.9,-37.8,2005,93,92.23,1,3,0.333333333,3,-0.8,5.9,119,149,106,152,258,295,290
6,607229,Robert Gsellman,6,100,null,null,null,null,0.69,0.69,null,0,0,null,null,1982,92,89.82,0,0,#DIV/0!,6,-2.2,5.35,124,151,116,145,284,300,264
6,592717,Aaron Sanchez,6,100,0,0,0,0,0,0.286,0.295,0,2,86,-6.6,2119,91.8,92.23,3,5,0.6,1,0.4,6.06,129,152,116,147,312,324,295
6,664196,Tanner Anderson,6,100,0,0,null,0,0,0,null,0,1,82.6,11.2,2287,91.7,91.92,1,3,0.333333333,3,0.2,6.17,120,153,115,150,290,311,285
6,592741,Chasen Shreve,6,100,null,null,null,null,0.69,0.69,null,0,0,null,null,2135,93.4,93.65,0,0,#DIV/0!,6,0.2,6.26,123,149,120,152,272,306,286
6,643338,Chad Green,6,100,0,0,null,0,0,0,null,0,1,null,null,2206,94.1,93.05,0,0,#DIV/0!,6,-1.1,5.69,80,116,71,131,269,301,268
6,445926,Jesse Chavez,6,100,0.5,0,1,0.5,0.438,0.362,0.394,1,2,80.1,13.8,2189,87.3,87.94,1,2,0.5,4,0.6,6.55,107,156,115,144,285,294,260
6,643615,T.J. Zeuch,6,100,0,0,null,0,0,0,null,0,1,null,null,2136,91.1,90.8,1,1,1,5,-0.3,5.93,127,154,120,153,296,295,264
6,664045,Tom Eshelman,6,100,0,0,0,0,0,0.002,0.001,0,2,82.9,76.9,2481,94.3,93.41,1,3,0.333333333,3,-0.9,5.72,127,154,115,152,290,305,279
6,571670,Dylan Floro,6,100,0,0,0,0,0,0.033,0.038,0,2,82.9,-20.7,2258,87.6,85.73,2,5,0.4,1,-1.9,5.04,122,148,107,146,274,303,295
6,621389,Ty Blach,6,100,0,0,null,0,0,0,null,0,1,null,null,2299,93.1,92.44,0,0,#DIV/0!,6,-0.7,5.94,121,168,113,150,284,303,271
6,445276,Kenley Jansen,6,100,0,0,null,0,0,0,null,0,1,null,null,2405,89.8,90.02,0,0,#DIV/0!,6,0.2,5.84,87,135,119,139,316,336,303
6,642098,Glenn Sparkman,6,100,0,0,0,0,0,0.201,0.227,0,2,93,-8.5,2339,87.5,86.88,0,2,0,4,-0.6,5.86,112,151,106,151,305,290,274
6,592879,Asher Wojciechowski,6,100,0,0,null,0,0,0,null,0,1,null,null,2473,91.1,90.32,0,1,0,5,-0.8,5.77,120,151,116,151,283,285,258
6,623352,Josh Hader,6,100,0,0,0,0,0,0.033,0.038,0,2,71.4,-39.9,2212,94.8,94.9,0,1,0,5,0.1,6.34,106,152,113,146,264,296,284
6,519293,Will Smith,6,100,1,0,1,1,0.875,0.778,0.852,1,1,65.2,4.5,2413,95.1,95.68,0,2,0,4,0.6,6.59,105,142,107,148,278,302,258
6,663465,Kolby Allard,6,100,0,0,0,0,0,0.059,0.051,0,2,77.1,53.9,2496,84.2,83.7,1,3,0.333333333,3,-0.5,5.95,117,154,103,152,285,297,287
6,594311,Jandel Gustave,6,100,0,0,null,0,0,0,null,0,1,null,null,2204,91.1,90.51,0,0,#DIV/0!,6,-0.6,5.9,119,152,117,149,300,303,253
6,593576,Hector Neris,6,100,0,0,null,0,0,0,null,0,1,null,null,2157,93.3,92.62,0,0,#DIV/0!,6,-0.7,5.92,123,151,100,146,287,278,246
6,488768,Andrew Cashner,6,100,0,0,0,0,0,0.093,0.11,0,3,71.6,-36.9,2155,89.7,90.9,1,4,0.25,2,1.2,6.42,94,144,95,142,304,319,288
6,571510,Matthew Boyd,6,100,0.5,0,1,0.5,0.438,0.227,0.243,1,2,89.3,-5.6,2260,85.5,85.24,1,4,0.25,1,-0.3,5.85,109,148,98,150,292,309,274
6,554340,Yimi Garcia,6,100,0,0,0,0,0,0.033,0.038,0,2,82.9,-20.7,2321,89.7,89.04,0,1,0,5,-0.7,5.96,112,140,104,141,284,311,277
6,622492,Keury Mella,6,100,0,0,null,0,0,0,null,0,1,null,null,null,null,null,3,3,1,3,null,null,117,152,116,149,304,293,259
6,630023,Yonny Chirinos,6,100,0,0,null,0,0,0,null,0,2,62.8,48.1,2382,86.2,84,4,5,0.8,1,-2.2,4.98,82,134,94,130,279,307,255
6,656954,Justus Sheffield,6,100,0,0,null,0,0,0,null,0,2,null,null,2233,81.3,80.87,4,4,1,2,-0.4,5.63,123,150,104,148,267,301,280
5,592865,Taylor Williams,5,100,0,0,null,0,0,0,null,0,1,73.6,-17.3,2047,86.7,86.52,0,0,#DIV/0!,3,-0.2,6.18,57,102,73,126,250,276,278
5,643493,Austin Pruitt,5,100,0,0,null,0,0,0,null,0,1,null,null,2017,84.1,83.62,2,2,1,3,-0.5,5.84,105,151,98,146,272,284,260
5,598271,Brian Johnson,5,100,0,0,null,0,0,0,null,0,1,null,null,2110,88.6,88.37,0,0,#DIV/0!,4,-0.2,6.27,83,129,62,146,281,299,294
5,642545,Jaime Barria,5,100,0,0,0,0,0,0.005,0.013,0,2,77,-32.8,2364,87,87.1,1,2,0.5,3,0.1,6.03,121,162,109,149,276,299,270
5,434378,Justin Verlander,5,100,0,0,0,0,0,0.026,0.021,0,2,70.9,18.1,2153,92,92.61,0,2,0,3,0.6,6.42,113,150,104,140,291,291,257
5,658648,Pedro Avila,5,100,0,0,0,0,0,0.2,0.215,0,1,55.1,-48.6,2128,83.7,82.73,1,3,0.333333333,2,-1,5.6,112,142,112,149,281,296,275
5,593833,Wander Suero,5,100,0,0,null,0,0,0,null,0,1,null,null,2421,89.5,88.98,0,0,#DIV/0!,5,-0.5,6.13,115,152,112,149,296,303,257
5,547888,Masahiro Tanaka,5,100,0,0,0,0,0,0.135,0.094,0,1,85.5,-51.2,2550,89.9,89.45,0,3,0,2,-0.4,6.11,121,152,116,153,292,304,269
5,579328,Yusei Kikuchi,5,100,0,0,null,0,0,0,0,0,1,37,-44.3,2482,88.9,87.82,2,3,0.666666667,2,-1.1,5.57,102,144,115,144,285,286,284
5,642397,Gregory Soto,5,100,1,0,1,1,0.875,0.587,0.639,2,2,92.4,13.5,2029,92,90.74,0,2,0,3,-1.3,5.91,121,147,106,147,282,298,297
5,670456,JD Hammer,5,100,0,0,0,0,0,0.114,0.122,0,1,51.4,3.7,2197,92.3,91.98,0,1,0,4,-0.3,6.04,122,158,119,150,275,302,256
5,641851,Kyle McGowin,5,100,0.333,0,0.333,0.333,0.292,0.282,0.293,1,3,95.8,11,2034,90.3,90.44,0,4,0,1,0.1,6.23,118,152,111,152,293,307,281
5,656288,Griffin Canning,5,100,0,0,0,0,0,0.038,0.045,0,2,66,19.8,1924,90.1,90.97,1,3,0.333333333,2,0.9,6.58,114,149,106,151,282,295,259
5,608334,Carson Fulmer,5,100,0,0,0,0,0,0.335,0.402,0,1,102.8,-2.3,2018,79.4,77.27,1,3,0.333333333,2,-2.1,4.75,122,154,115,149,264,280,260
5,570666,Luis Cessa,5,100,0,0,null,0,0,0,null,0,1,null,null,2076,89.6,89.44,3,3,1,2,-0.2,6.02,111,146,115,149,286,317,266
5,607625,Seth Lugo,5,100,1,0,1,1,0.875,0.598,0.682,1,1,72.7,20.1,2497,93.3,93.14,0,2,0,3,-0.2,5.86,121,151,111,146,308,321,290
5,598286,Nick Ramirez,5,100,0,0,null,0,0,0,null,0,1,72.3,48.1,2443,91.9,92.39,2,4,0.5,1,0.5,6.53,86,133,114,140,280,322,279
5,660761,Jose Suarez,5,100,0,0,0,0,0,0.027,0.038,0,2,83.1,-46.8,2356,91,91.28,1,3,0.333333333,2,0.3,6.22,123,148,120,143,284,289,249
5,595798,R.J. Alaniz,5,100,1,0,1,1,0.875,0.831,0.905,1,1,82.2,20.6,2219,88.8,88.43,1,3,0.333333333,2,-0.4,6.01,115,151,118,151,305,316,262
5,668683,Jeremy Walker,5,100,0,0,0,0,0,0.056,0.062,0,1,71.3,-12,2229,88.2,87.8,1,3,0.333333333,2,-0.4,5.99,114,147,111,152,293,310,273
5,668663,Tres Barrera,5,100,0,0,0,0,0,0.095,0.101,0,2,65.7,36.6,2521,86,84.87,0,3,0,2,-1.1,5.5,113,152,115,151,302,321,294
5,660853,Enyel De Los Santos,5,100,0,0,null,0,0,0,null,0,1,null,null,2407,85.6,85.24,0,0,#DIV/0!,5,-0.4,5.93,111,152,111,153,290,312,272
5,623167,Chris Flexen,5,100,0.5,0,0.5,0.5,0.438,0.381,0.429,1,2,81.3,-3.5,2326,93.3,92.94,0,2,0,3,-0.4,6.09,121,153,109,149,291,306,283
5,621249,Duane Underwood Jr.,5,100,0,0,null,0,0,0,null,0,1,null,null,1856,88.8,87.62,3,4,0.75,1,-1.2,5.45,116,152,117,149,290,312,274
4,670970,Adrian Morejon,4,100,0,0,null,0,0,0,null,0,1,89.6,15.2,2012,84.3,84.42,1,2,0.5,2,0.1,6.01,126,153,107,156,261,293,290
4,543045,Adam Conley,4,100,0,0,0,0,0,0.126,0.14,0,1,78.5,10.6,2111,86,85.22,1,3,0.333333333,1,-0.8,5.77,125,150,110,149,270,296,272
4,622797,Pedro Payano,4,100,0,0,null,0,0,0,null,0,1,null,null,2204,94.5,95.26,0,0,#DIV/0!,4,0.8,6.49,119,154,119,154,305,293,265
4,571595,Noel Cuevas,4,100,0,0,0,0,0,0.1,0.079,0,2,74.7,-35.1,2152,84.6,84.51,0,2,0,2,-0.1,5.93,100,142,112,143,309,321,294
4,622226,Dylan Cozens,4,100,0,0,0,0,0,0.067,0.06,0,1,73.9,-7.5,2254,87.1,86.26,1,2,0.5,2,-0.8,5.76,120,159,143,156,300,313,291
4,600968,Randy Rosario,4,100,0,0,0,0,0,0.073,0.108,0,1,92.6,-27.3,2128,91.9,91.41,0,1,0,3,-0.5,5.98,123,149,111,153,257,304,284
4,641755,Tyler Kinley,4,100,0,0,null,0,0,0,null,0,1,null,null,2486,95,94.9,1,1,1,3,-0.1,6.33,119,150,117,149,295,306,281
4,544928,Tyler Lyons,4,100,0,0,0,0,0,0.03,0.04,0,1,72.3,8.5,1998,94.1,94.32,0,2,0,2,0.2,6.23,124,153,106,148,275,292,290
4,663432,Tanner Rainey,4,100,0,0,null,0,0,0,null,0,1,null,null,1893,93.5,94.5,1,2,0.5,2,1,6.78,118,153,116,151,304,298,264
4,623454,Drew Anderson,4,100,0,0,null,0,0,0,null,0,1,null,null,2102,84.9,83.66,2,2,1,2,-1.2,5.63,121,152,113,144,272,295,262
4,453284,Blake Parker,4,100,0,0,null,0,0,0,null,0,1,null,null,2293,93.8,95.39,1,1,1,3,1.6,7.06,124,150,107,152,284,277,266
4,623184,Scott Oberg,4,100,0,0,null,0,0,0,null,0,1,null,null,2163,95.3,96.76,0,0,#DIV/0!,4,1.5,6.72,128,154,118,149,307,318,285
4,453172,Jared Hughes,4,100,0,0,0,0,0,0,0.001,0,2,80,69,2040,89.2,88.24,2,4,0.5,0,-1,5.47,131,152,121,153,282,297,275
4,656257,Jeff Brigham,4,100,0,0,null,0,0,0,null,0,1,null,null,2158,91,89.44,2,2,1,2,-1.6,5.79,86,147,114,149,279,304,252
4,605151,Archie Bradley,4,100,0,0,null,0,0,0,null,0,1,78.1,16.5,2457,93.1,93.69,1,2,0.5,2,0.6,6.52,120,151,111,151,305,315,285
4,433589,Yusmeiro Petit,4,100,0,0,0,0,0,0.231,0.231,0,1,82.8,1.7,2186,88.7,87.32,0,1,0,3,-1.4,5.8,89,140,113,139,282,292,278
4,608638,JT Chargois,4,100,0,0,null,0,0,0,null,0,1,null,null,2447,86.8,87.26,0,0,#DIV/0!,4,0.5,6.45,122,150,109,152,294,294,270
4,584171,Hector Velazquez,4,100,0,0,null,0,0,0,null,0,1,null,null,2526,86.3,86.03,0,0,#DIV/0!,2,-0.3,5.98,null,null,null,null,null,null,null
4,650895,Diego Castillo,4,100,0,0,null,0,0,0,null,0,1,null,null,2381,89.9,89.32,0,0,#DIV/0!,4,-0.6,5.91,100,146,113,153,290,302,262
4,642003,Cody Reed,4,100,0,0,null,0,0,0,null,0,1,null,null,2048,90,89.42,0,0,#DIV/0!,2,-0.6,6.04,76,121,77,132,266,300,283
4,606162,Yefry Ramirez,4,100,0,0,0,0,0,0.172,0.18,0,2,98.6,26.8,2254,94.8,94.5,1,3,0.333333333,1,-0.3,6.03,115,150,117,151,290,292,255
4,456034,David Price,4,100,0.5,0,1,0.5,0.438,0.114,0.071,1,2,77.9,16.5,2018,87.3,87.29,1,3,0.333333333,1,0,6.11,86,156,114,155,265,301,291
4,519393,Marcus Walden,4,100,0,0,null,0,0,0,null,0,1,null,null,2352,90.6,90.4,0,0,#DIV/0!,4,-0.2,6.08,null,null,null,null,null,null,null
4,593372,Carlos Martinez,4,100,0,0,null,0,0,0,null,0,1,null,null,2314,94,94.08,2,2,1,2,0.1,6.15,123,152,97,148,301,298,255
4,543118,Oliver Drake,4,100,1,0,1,1,0.875,0.317,0.36,1,1,77.5,3.6,2355,93.8,92.48,0,3,0,1,-1.3,5.83,126,155,116,152,280,297,266
3,622103,Gerardo Reyes,3,100,0,0,null,0,0,0,null,0,1,null,null,2669,94.9,93.38,2,2,1,1,-1.5,5.92,124,150,118,145,287,300,268
3,594577,Mike Mayers,3,100,0,0,null,0,0,0,null,0,1,58.5,32.7,2333,87,86.75,0,1,0,0,-0.3,6.16,85,70,56,137,273,300,266
3,642558,Ariel Jurado,3,100,0,0,null,0,0,0,null,0,1,74.3,30.2,2472,89.4,89.06,1,2,0.5,1,-0.3,6.06,129,159,112,145,283,308,269
3,502026,Jeremy Jeffress,3,100,0,0,null,0,0,0,null,0,1,69.3,42.2,2046,89.4,88.29,1,2,0.5,1,-1.1,5.51,119,150,100,151,301,316,284
3,642207,Devin Williams,3,100,0,0,null,0,0,0,null,0,1,null,null,2277,96,96.41,2,2,1,1,0.4,6.4,116,150,122,152,308,319,276
3,622766,Miguel Diaz,3,100,0,0,null,0,0,0,null,0,1,null,null,2036,86.3,86.29,1,2,0.5,1,0,6.07,120,151,106,152,293,302,272
3,657097,Jacob Webb,3,100,0,0,null,0,0,0,null,0,1,null,null,2657,85.4,84.92,2,2,1,1,-0.5,5.74,131,151,120,155,311,319,269
3,643290,Justin Dunn,3,100,0,0,null,0,0,0,null,0,1,72.4,48,2215,86.2,84.93,1,2,0.5,1,-1.3,5.33,111,152,119,151,306,299,262
3,446372,Corey Kluber,3,100,0,0,null,0,0,0,null,0,1,null,null,2338,91.8,89.63,2,2,1,1,-2.2,5.05,110,146,112,152,298,309,268
3,641941,Emilio Pagan,3,100,0,0,null,0,0,0,null,0,1,null,null,2241,92.1,91.21,1,1,1,2,-0.9,5.81,115,152,107,152,280,322,315
3,572143,Burch Smith,3,100,0,0,null,0,0,0,null,0,1,null,null,2439,95.1,94.78,0,0,#DIV/0!,3,-0.3,6.08,90,147,106,146,287,308,278
3,606424,Jarlin Garcia,3,100,0,0,null,0,0,0,null,0,1,null,null,2413,84.8,85.8,1,1,1,2,1,6.56,86,152,109,150,275,293,277
3,672773,Elvis Luciano,3,100,0,0,null,0,0,0,null,0,1,80.1,12,2304,93.5,92.44,1,2,0.5,1,-1.1,5.25,86,152,118,148,306,320,294
3,622772,Jimmy Cordero,3,100,null,null,null,null,null,null,null,0,0,48.1,-31.9,2116,88.7,88.34,0,1,0,1,-0.4,5.74,60,107,81,131,294,300,259
3,598264,Matt Barnes,3,100,0,0,null,0,0,0,null,0,1,null,null,2377,90,90.05,0,0,#DIV/0!,3,0.1,6.28,null,null,null,null,null,null,null
3,622554,Seranthony Dominguez,3,100,0,0,null,0,0,0,null,0,1,null,null,2334,95.5,95.34,2,2,1,1,-0.2,6.24,119,153,112,152,298,306,279
3,571539,Matt Carasiti,3,100,0,0,0,0,0,0.135,0.142,0,1,41,-39,2096,93.9,94.78,0,1,0,2,0.9,6.58,70,110,64,137,291,305,252
3,596001,Jakob Junis,3,100,0,0,0,0,0,0.117,0.131,0,2,77.5,-16.5,2124,85.2,85.26,0,2,0,1,0.1,6.07,124,151,116,152,298,286,278
3,670329,Rico Garcia,3,100,0,0,null,0,0,0,null,0,1,null,null,2510,84.9,84.38,0,1,0,2,-0.5,5.66,116,152,103,145,293,327,286
3,606959,Rookie Davis,3,100,0,0,0,0,0,0.084,0.082,0,1,83.8,-49.4,2243,96.2,96.61,1,2,0.5,1,0.4,6.33,99,122,91,120,299,297,272
3,596112,Robert Stephenson,3,100,0,0,null,0,0,0,null,0,1,63.5,-13.4,2087,87.9,89.27,1,3,0.333333333,0,1.4,6.71,119,149,117,148,293,321,269
3,542963,Rob Brantly,3,100,0,0,null,0,0,0,null,0,1,null,null,2173,93.2,93.46,2,2,1,1,0.3,6.11,124,150,106,155,291,317,294
3,641438,Shane Carle,3,100,0,0,null,0,0,0,null,0,1,null,null,1774,90.6,90.78,1,1,1,2,0.2,6.46,101,155,108,151,293,300,248
3,595465,Dan Winkler,3,100,null,null,null,null,null,null,null,0,0,44.6,1.7,2292,83.3,83.26,0,1,0,1,0,6.15,76,118,67,139,273,310,260
2,623149,Paul Sewald,2,100,0,0,0,0,0,0.301,0.308,0,1,66.2,13.5,2266,87.2,86.92,0,1,0,1,-0.3,6.24,113,152,116,153,282,296,255
2,668676,Zach Plesac,2,100,null,null,null,null,null,null,null,0,0,41,-39,2115,89.8,89.75,0,1,0,1,0,6.13,66,114,77,128,230,284,274
2,641627,Trevor Gott,2,100,0,0,0,0,0,0.576,0.588,0,1,90,18.3,2243,90.7,91.92,0,1,0,1,1.2,6.93,118,150,105,151,287,305,263
2,621199,Matt Bowman,2,100,0,0,0,0,0,0.321,0.34,0,1,102.1,-3.1,2128,88.5,88.84,0,1,0,1,0.3,6.45,122,147,107,146,270,286,239
2,669270,Joel Kuhnel,2,100,0,0,0,0,0,0.063,0.06,0,1,74.8,-13.6,2499,81.7,81.51,0,1,0,1,-0.2,6.28,123,147,110,150,265,286,248
2,553878,Felipe Vazquez,2,100,0,0,0,0,0,0.111,0.133,0,2,84.9,-25.4,2509,94.3,93.96,0,2,0,0,-0.3,6.01,106,151,109,145,274,294,296
2,605538,Matt Wisler,2,100,0,0,0,0,0,0.169,0.198,0,1,100.7,-15.5,2199,95.2,93.98,0,1,0,1,-1.2,5.24,124,154,111,148,305,321,293
2,592612,Josh Osich,2,100,null,null,null,null,null,null,null,0,0,41,-39,2121,87.8,87.21,0,1,0,1,-0.6,5.65,83,118,76,141,269,300,295
1,605154,John Brebbia,1,100,1,0,1,1,0.875,0.845,0.955,1,1,70.5,22.6,2161,89.7,88.84,0,1,0,0,-0.9,5.84,120,150,110,150,281,309,280
1,656803,James Norwood,1,100,0,0,0,0,0,0.313,0.348,0,1,80.4,8.1,2382,95.2,96.57,0,1,0,0,1.4,6.87,129,155,110,151,295,303,270
